Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
593,20,RL,60.0,6600,Pave,none,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,8,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,TA,Gd,No,GLQ,816.0,Unf,0.0,0.0,816.0,GasA,Ex,Y,SBrkr,816,0,0,816,1.0,0.0,1,0,2,1,TA,4,Typ,0,none,Detchd,1985.0,Fin,2.0,816.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,6,2008,WD,Normal
594,120,RM,0.0,4435,Pave,none,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,685.0,Unf,0.0,163.0,848.0,GasA,Ex,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,Gd,4,Typ,0,none,Attchd,2003.0,Fin,2.0,420.0,TA,TA,Y,140,0,0,0,0,0,none,none,none,0,5,2009,WD,Normal
595,20,RL,88.0,7990,Pave,none,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,924.0,924.0,GasA,TA,Y,SBrkr,924,0,0,924,0.0,0.0,1,0,3,1,TA,5,Typ,0,none,Detchd,1981.0,Unf,1.0,280.0,TA,TA,Y,0,0,0,0,0,0,none,MnPrv,none,0,4,2008,WD,Normal
596,20,RL,69.0,11302,Pave,none,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,238.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1422.0,Unf,0.0,392.0,1814.0,GasA,Ex,Y,SBrkr,1826,0,0,1826,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2005.0,Fin,3.0,758.0,TA,TA,Y,180,75,0,0,120,0,none,none,none,0,8,2006,New,Partial
597,70,RM,60.0,3600,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,684.0,684.0,GasA,Ex,N,FuseA,684,684,0,1368,0.0,0.0,1,0,3,1,TA,7,Typ,0,none,Detchd,1930.0,Unf,1.0,216.0,TA,Fa,N,0,158,0,0,0,0,none,none,none,0,10,2006,WD,Normal
598,120,RL,53.0,3922,Pave,none,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,72.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,1258.0,1258.0,GasA,Ex,Y,SBrkr,1402,0,0,1402,0.0,2.0,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,648.0,TA,TA,Y,120,16,0,0,0,0,none,none,none,0,2,2007,New,Partial
599,20,RL,80.0,12984,Pave,none,Reg,Bnk,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,459.0,TA,TA,CBlock,Gd,TA,Mn,ALQ,1283.0,LwQ,147.0,0.0,1430.0,GasA,Ex,Y,SBrkr,1647,0,0,1647,1.0,0.0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1977.0,Fin,2.0,621.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,3,2006,WD,Normal
600,160,RM,24.0,1950,Pave,none,Reg,Lvl,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,No,LwQ,81.0,GLQ,612.0,23.0,716.0,GasA,TA,Y,SBrkr,716,840,0,1556,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1980.0,Fin,2.0,452.0,TA,TA,Y,161,0,0,0,0,0,none,GdPrv,none,0,7,2008,COD,Normal
601,60,RL,74.0,10927,Pave,none,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,280.0,Gd,TA,PConc,Gd,TA,Av,GLQ,546.0,Unf,0.0,512.0,1058.0,GasA,Ex,Y,SBrkr,1058,846,0,1904,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,BuiltIn,2003.0,Fin,2.0,736.0,TA,TA,Y,179,60,0,0,0,0,none,none,none,0,6,2006,WD,Normal
602,50,RM,50.0,9000,Pave,none,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,0.0,780.0,780.0,GasA,TA,Y,SBrkr,780,595,0,1375,0.0,0.0,1,1,3,1,Gd,6,Typ,1,Gd,Detchd,1979.0,Unf,1.0,544.0,TA,TA,P,0,162,0,0,126,0,none,none,none,0,12,2007,WD,Normal
603,60,RL,80.0,10041,Pave,none,IR1,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,789.0,Unf,0.0,119.0,908.0,GasA,Ex,Y,SBrkr,927,988,0,1915,1.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,Fin,2.0,506.0,TA,TA,Y,120,150,0,0,0,0,none,none,none,0,2,2006,WD,Abnorml
604,160,FV,30.0,3182,Pave,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,600,600,0,1200,0.0,0.0,2,1,2,1,Gd,4,Typ,0,none,Detchd,2004.0,RFn,2.0,480.0,TA,TA,Y,0,172,0,0,0,0,none,none,none,0,6,2010,WD,Normal
605,20,RL,88.0,12803,Pave,none,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,922.0,Unf,0.0,572.0,1494.0,GasA,Ex,Y,SBrkr,1494,0,0,1494,1.0,0.0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,2002.0,RFn,2.0,530.0,TA,TA,Y,192,36,0,0,0,0,none,none,none,0,9,2008,WD,Normal
606,60,RL,85.0,13600,Pave,none,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,BLQ,454.0,Unf,0.0,314.0,768.0,GasA,TA,Y,SBrkr,1186,800,0,1986,0.0,0.0,2,1,3,1,TA,7,Typ,3,Fa,Attchd,1965.0,Unf,2.0,486.0,TA,TA,Y,0,42,0,0,189,0,none,none,none,0,10,2009,WD,Normal
607,20,RL,82.0,12464,Pave,none,IR2,Low,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,PConc,Gd,TA,No,GLQ,732.0,Unf,0.0,308.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1040,1.0,0.0,1,0,3,1,Gd,6,Typ,0,none,Detchd,2000.0,Unf,2.0,576.0,TA,TA,Y,168,0,0,0,0,0,none,GdPrv,none,0,11,2009,WD,Normal
608,20,RL,78.0,7800,Pave,none,Reg,Bnk,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,603.0,Unf,0.0,293.0,896.0,GasA,Ex,Y,SBrkr,1112,896,0,2008,1.0,0.0,3,0,3,1,Ex,8,Typ,0,none,Attchd,1948.0,Unf,1.0,230.0,TA,TA,Y,103,0,0,0,0,0,none,none,none,0,8,2006,WD,Normal
609,70,RL,78.0,12168,Pave,none,Reg,HLS,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1934,1998,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,TA,TA,PConc,Gd,TA,Mn,BLQ,428.0,Unf,0.0,537.0,965.0,GasA,TA,Y,SBrkr,1940,1254,0,3194,0.0,0.0,2,1,4,1,TA,10,Typ,2,Gd,Basment,1934.0,Unf,2.0,380.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,9,2007,WD,Alloca
610,20,RL,61.0,7943,Pave,none,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkCmn,192.0,TA,Fa,CBlock,TA,TA,Mn,Rec,903.0,Unf,0.0,126.0,1029.0,GasA,Gd,Y,SBrkr,1029,0,0,1029,1.0,0.0,1,0,3,1,TA,5,Typ,0,none,Attchd,1961.0,Unf,1.0,261.0,TA,TA,Y,64,0,39,0,0,0,none,none,none,0,4,2007,WD,Normal
611,60,RL,0.0,11050,Pave,none,Reg,Lvl,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,904.0,Unf,0.0,536.0,1440.0,GasA,Ex,Y,SBrkr,1476,677,0,2153,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Ex,Attchd,2000.0,Fin,3.0,736.0,TA,TA,Y,253,142,0,0,0,0,none,none,none,0,5,2009,WD,Normal
612,80,RL,0.0,10395,Pave,none,IR1,Lvl,FR2,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkFace,233.0,TA,TA,CBlock,Gd,TA,Av,ALQ,605.0,Unf,0.0,427.0,1032.0,GasA,TA,Y,SBrkr,1032,0,0,1032,0.0,1.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1978.0,Unf,2.0,564.0,TA,TA,Y,0,0,0,0,0,0,none,MnPrv,Shed,500,7,2007,WD,Normal
613,60,RL,0.0,11885,Pave,none,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,Gd,TA,PConc,Gd,TA,Av,GLQ,990.0,Unf,0.0,309.0,1299.0,GasA,Ex,Y,SBrkr,1299,573,0,1872,1.0,0.0,2,1,3,1,Ex,7,Typ,1,TA,BuiltIn,2001.0,RFn,2.0,531.0,TA,TA,Y,160,122,0,0,0,0,none,none,none,0,11,2009,WD,Normal
614,20,RL,70.0,8402,Pave,none,Reg,Lvl,Inside,Gtl,Mitchel,Feedr,Norm,1Fam,1Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,206.0,Unf,0.0,914.0,1120.0,GasA,Ex,Y,SBrkr,1120,0,0,1120,0.0,0.0,1,0,3,1,TA,6,Typ,0,none,none,2007.0,none,0.0,0.0,none,none,Y,0,30,0,0,0,0,none,none,none,0,12,2007,New,Partial
615,180,RM,21.0,1491,Pave,none,Reg,Lvl,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,SFoyer,4,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Av,LwQ,150.0,GLQ,480.0,0.0,630.0,GasA,Ex,Y,SBrkr,630,0,0,630,1.0,0.0,1,0,1,1,TA,3,Typ,0,none,none,1972.0,none,0.0,0.0,none,none,Y,96,24,0,0,0,0,none,none,none,0,5,2010,WD,Normal
616,85,RL,80.0,8800,Pave,none,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,6,7,1963,1963,Gable,CompShg,MetalSd,MetalSd,BrkFace,156.0,TA,Gd,PConc,TA,TA,Gd,GLQ,763.0,Unf,0.0,173.0,936.0,GasA,Ex,Y,SBrkr,1054,0,0,1054,1.0,0.0,1,0,3,1,Gd,6,Typ,0,none,Attchd,1963.0,RFn,2.0,480.0,TA,TA,Y,120,0,0,0,0,0,none,MnPrv,none,0,5,2010,WD,Abnorml
617,60,RL,0.0,7861,Pave,none,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,457.0,Unf,0.0,326.0,783.0,GasA,Ex,Y,SBrkr,807,702,0,1509,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002.0,Fin,2.0,393.0,TA,TA,Y,100,75,0,0,0,0,none,none,none,0,6,2006,WD,Normal
618,45,RL,59.0,7227,Pave,none,Reg,HLS,Corner,Mod,NAmes,Artery,Norm,1Fam,1.5Unf,6,6,1954,1954,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,832.0,832.0,GasA,Gd,Y,SBrkr,832,0,0,832,0.0,0.0,1,0,2,1,Gd,4,Typ,0,none,Detchd,1962.0,Unf,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,6,2008,WD,Normal
619,20,RL,90.0,11694,Pave,none,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,452.0,Ex,TA,PConc,Ex,TA,Av,GLQ,48.0,Unf,0.0,1774.0,1822.0,GasA,Ex,Y,SBrkr,1828,0,0,1828,0.0,0.0,2,0,3,1,Gd,9,Typ,1,Gd,Attchd,2007.0,Unf,3.0,774.0,TA,TA,Y,0,108,0,0,260,0,none,none,none,0,7,2007,New,Partial
620,60,RL,85.0,12244,Pave,none,Reg,Lvl,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,Stone,226.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,871.0,Unf,0.0,611.0,1482.0,GasA,Ex,Y,SBrkr,1482,780,0,2262,1.0,0.0,2,1,4,1,Gd,10,Typ,2,Gd,Attchd,2003.0,Fin,3.0,749.0,TA,TA,Y,168,0,0,0,0,0,none,none,none,0,8,2008,WD,Normal
621,30,RL,45.0,8248,Pave,Grvl,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,41.0,Unf,0.0,823.0,864.0,GasA,TA,N,FuseF,864,0,0,864,1.0,0.0,1,0,2,1,TA,5,Typ,0,none,none,1914.0,none,0.0,0.0,none,none,N,0,0,100,0,0,0,none,none,none,0,9,2008,WD,Normal
622,60,RL,90.0,10800,Pave,none,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,7,1974,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,956.0,Rec,182.0,384.0,1522.0,GasA,TA,Y,SBrkr,1548,1066,0,2614,0.0,0.0,2,1,4,1,TA,9,Typ,1,TA,Attchd,1974.0,RFn,2.0,624.0,TA,TA,Y,38,243,0,0,0,0,none,none,none,0,6,2008,WD,Normal
623,20,RL,71.0,7064,Pave,none,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,153.0,TA,TA,CBlock,TA,TA,No,BLQ,560.0,Unf,0.0,420.0,980.0,GasA,TA,Y,SBrkr,980,0,0,980,0.0,0.0,1,0,3,1,TA,6,Typ,0,none,Detchd,1986.0,Unf,2.0,484.0,TA,TA,Y,192,0,0,0,0,0,none,none,none,0,7,2009,WD,Normal
624,160,FV,0.0,2117,Pave,none,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,513.0,Gd,TA,PConc,Gd,TA,No,GLQ,420.0,Unf,0.0,336.0,756.0,GasA,Ex,Y,SBrkr,756,756,0,1512,0.0,0.0,2,1,2,1,Gd,4,Typ,1,TA,Detchd,2000.0,Unf,2.0,440.0,TA,TA,Y,0,32,0,0,0,0,none,none,none,0,6,2007,WD,Normal
625,60,RL,80.0,10400,Pave,none,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,TA,TA,CBlock,TA,TA,No,Rec,247.0,Unf,0.0,485.0,732.0,GasA,Gd,Y,SBrkr,1012,778,0,1790,1.0,0.0,1,2,4,1,TA,8,Min2,1,TA,Attchd,1972.0,RFn,2.0,484.0,TA,TA,Y,148,0,0,0,147,0,none,none,none,0,11,2006,WD,Normal
626,20,RL,87.0,10000,Pave,none,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,261.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1116.0,1116.0,GasA,TA,Y,SBrkr,1116,0,0,1116,0.0,0.0,1,1,3,1,TA,5,Typ,0,none,Attchd,1962.0,Unf,2.0,440.0,TA,TA,Y,0,0,0,0,385,0,none,none,none,0,2,2010,WD,Normal
627,20,RL,0.0,12342,Pave,none,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1960,1978,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,978.0,978.0,GasA,TA,Y,SBrkr,1422,0,0,1422,0.0,0.0,1,0,3,1,TA,6,Min1,1,TA,Attchd,1960.0,RFn,1.0,286.0,TA,TA,Y,0,0,36,0,0,0,none,GdWo,Shed,600,8,2007,WD,Normal
628,80,RL,80.0,9600,Pave,none,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1972,Gable,CompShg,AsbShng,AsbShng,BrkFace,164.0,TA,TA,CBlock,TA,TA,Av,BLQ,674.0,LwQ,132.0,350.0,1156.0,GasA,Ex,Y,SBrkr,1520,0,0,1520,1.0,0.0,1,0,3,1,TA,7,Typ,2,Gd,Basment,1955.0,RFn,1.0,364.0,TA,TA,Y,0,0,189,0,0,0,none,none,none,0,3,2010,WD,Normal
629,60,RL,70.0,11606,Pave,none,IR1,HLS,Inside,Sev,NAmes,Norm,Norm,1Fam,2Story,5,5,1969,1969,Gable,CompShg,Plywood,Plywood,BrkFace,192.0,TA,TA,PConc,Gd,TA,Av,Rec,650.0,Unf,0.0,390.0,1040.0,GasA,TA,Y,SBrkr,1040,1040,0,2080,0.0,1.0,1,2,5,1,Fa,9,Typ,2,TA,Attchd,1969.0,Unf,2.0,504.0,TA,TA,Y,335,0,0,0,0,0,none,none,none,0,9,2007,WD,Family
630,80,RL,82.0,9020,Pave,none,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,1Fam,SLvl,6,5,1964,1964,Gable,WdShngl,Plywood,Wd Sdng,BrkFace,259.0,TA,TA,CBlock,TA,TA,Gd,GLQ,624.0,Rec,336.0,288.0,1248.0,GasA,TA,Y,SBrkr,1350,0,0,1350,1.0,0.0,1,1,3,1,TA,6,Typ,0,none,Attchd,1964.0,RFn,2.0,520.0,TA,TA,Y,176,0,0,0,0,0,none,GdPrv,none,0,6,2008,WD,Normal
631,70,RM,50.0,9000,Pave,Grvl,Reg,Lvl,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,6,1880,1991,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,BrkTil,Fa,Fa,No,Unf,0.0,Unf,0.0,636.0,636.0,GasA,TA,Y,FuseA,1089,661,0,1750,0.0,0.0,1,0,3,1,Ex,8,Typ,0,none,Detchd,1937.0,Unf,1.0,240.0,Fa,Po,N,0,0,293,0,0,0,none,MnPrv,none,0,6,2006,WD,Abnorml
632,120,RL,34.0,4590,Pave,none,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,108.0,Gd,TA,PConc,Gd,Gd,Mn,GLQ,24.0,Unf,0.0,1530.0,1554.0,GasA,Ex,Y,SBrkr,1554,0,0,1554,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,627.0,TA,TA,Y,156,73,0,0,0,0,none,none,none,0,8,2007,WD,Normal
633,20,RL,85.0,11900,Pave,none,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,209.0,TA,Gd,CBlock,TA,TA,No,ALQ,822.0,Unf,0.0,564.0,1386.0,GasA,TA,Y,SBrkr,1411,0,0,1411,0.0,0.0,2,0,3,1,TA,6,Typ,1,TA,Attchd,1977.0,Fin,2.0,544.0,TA,TA,Y,192,0,0,0,0,0,none,none,none,0,4,2009,WD,Family
634,20,RL,80.0,9250,Pave,none,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1954,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,480.0,LwQ,468.0,108.0,1056.0,GasA,TA,Y,SBrkr,1056,0,0,1056,0.0,1.0,1,0,3,1,TA,6,Typ,0,none,Attchd,1954.0,Unf,1.0,260.0,TA,TA,Y,390,0,0,0,0,0,none,none,none,0,7,2007,WD,Normal
635,90,RL,64.0,6979,Pave,none,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,GLQ,1056.0,Unf,0.0,0.0,1056.0,GasA,Gd,Y,SBrkr,1056,0,0,1056,2.0,0.0,0,0,0,2,TA,4,Typ,0,none,Detchd,1980.0,Unf,2.0,576.0,TA,TA,Y,264,56,0,0,0,0,none,GdPrv,Shed,600,6,2010,WD,Normal
636,190,RH,60.0,10896,Pave,Pave,Reg,Bnk,Inside,Gtl,SWISU,Feedr,Norm,2fmCon,2.5Fin,6,7,1914,1995,Hip,CompShg,VinylSd,VinylSd,None,0.0,Fa,TA,CBlock,TA,Fa,No,LwQ,256.0,Unf,0.0,1184.0,1440.0,GasA,Ex,Y,FuseA,1440,1440,515,3395,0.0,0.0,2,0,8,2,Fa,14,Typ,0,none,none,1914.0,none,0.0,0.0,none,none,N,0,110,0,0,0,0,none,none,none,0,3,2007,WD,Abnorml
637,30,RM,51.0,6120,Pave,none,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,2,3,1936,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,Fa,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,264.0,264.0,Grav,Fa,N,FuseA,800,0,0,800,0.0,0.0,1,0,1,1,Fa,4,Maj1,1,Po,none,1936.0,none,0.0,0.0,none,none,N,0,0,0,0,0,0,none,none,none,0,1,2009,ConLw,Normal
638,190,RM,50.0,6000,Pave,none,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,811.0,811.0,GasA,TA,Y,FuseA,811,576,0,1387,0.0,0.0,2,0,3,2,Gd,7,Typ,0,none,BuiltIn,1954.0,Unf,1.0,256.0,TA,TA,Y,0,0,0,0,0,0,none,none,none,0,11,2009,WD,Normal
639,30,RL,67.0,8777,Pave,none,Reg,Lvl,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Gd,Y,FuseA,796,0,0,796,0.0,0.0,1,0,2,1,TA,4,Typ,0,none,none,1910.0,none,0.0,0.0,none,none,P,328,0,164,0,0,0,none,MnPrv,none,0,5,2008,WD,Normal
640,120,RL,53.0,3982,Pave,none,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,Av,GLQ,1154.0,Unf,0.0,366.0,1520.0,GasA,Ex,Y,SBrkr,1567,0,0,1567,1.0,0.0,2,0,1,1,Ex,7,Typ,1,Gd,Attchd,2006.0,Fin,3.0,648.0,TA,TA,Y,312,0,0,0,0,0,none,none,none,0,10,2006,New,Partial
641,120,RL,62.0,12677,Pave,none,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2003,2004,Hip,CompShg,MetalSd,MetalSd,BrkFace,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1218.0,Unf,0.0,300.0,1518.0,GasA,Ex,Y,SBrkr,1518,0,0,1518,0.0,0.0,1,1,1,1,Ex,6,Typ,1,Gd,Attchd,2003.0,RFn,2.0,588.0,TA,TA,Y,185,140,0,0,0,0,none,none,none,0,4,2008,WD,Normal
642,60,FV,0.0,7050,Pave,none,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,738.0,Unf,0.0,319.0,1057.0,GasA,Ex,Y,SBrkr,1057,872,0,1929,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,Fin,2.0,650.0,TA,TA,Y,0,235,0,0,0,0,none,none,none,0,5,2007,WD,Normal
